,Year,Category,Motivation,Prize Share,Laureate ID,Full Name,Birth Date,Birth City,Birth Country,Sex,Organization Name,Organization City,Organization Country,Death Date,Death City,Death Country,Winning_age,Age_x_x,Age_y_x,Age_x_y,Age_y_y,Age_x_x,Age_y_x,Age_x_y,Age_y_y
740,2001,Economics,for their analyses of markets with asymmetric information,1/3,744,George A. Akerlof,1940-06-17,"New Haven, CT",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,,61.0,79.0,,,,,,,
741,2001,Economics,for their analyses of markets with asymmetric information,1/3,745,A. Michael Spence,1943-00-00,"Montclair, NJ",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,,58.0,76.0,,,,,,,
742,2001,Economics,for their analyses of markets with asymmetric information,1/3,746,Joseph E. Stiglitz,1943-02-09,"Gary, IN",United States of America,Male,Columbia University,"New York, NY",United States of America,,,,58.0,76.0,,,,,,,
743,2001,Literature,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,1/1,747,Sir Vidiadhar Surajprasad Naipaul,1932-08-17,Chaguanas Borough Corporation,Trinidad,Male,Self,,Trinidad,,,,69.0,87.0,,87.0,,87.0,,87.0,
744,2001,Medicine,for their discoveries of key regulators of the cell cycle,1/3,735,Leland H. Hartwell,1939-10-30,"Los Angeles, CA",United States of America,Male,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,,,,62.0,80.0,,,,,,,
745,2001,Medicine,for their discoveries of key regulators of the cell cycle,1/3,736,Tim Hunt,1943-02-19,Neston,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,,58.0,76.0,,,,,,,
746,2001,Medicine,for their discoveries of key regulators of the cell cycle,1/3,737,Sir Paul M. Nurse,1949-01-25,Norwich,United Kingdom,Male,Imperial Cancer Research Fund,London,United Kingdom,,,,52.0,70.0,,,,,,,
747,2001,Peace,for their work for a better organized and more peaceful world,1/2,749,Kofi Annan,1938-04-08,Kumasi,Gold Coast (Ghana),Male, U.N. Secretary-General,,,,,,63.0,81.0,,81.0,,81.0,,81.0,
748,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",1/3,738,Eric A. Cornell,1961-12-19,"Palo Alto, CA",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,,40.0,58.0,,,,,,,
749,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",1/3,739,Wolfgang Ketterle,1957-10-21,Heidelberg,West Germany (Germany),Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,,44.0,62.0,,,,,,,
750,2001,Physics,"for the achievement of Bose-Einstein condensation in dilute gases of alkali atoms, and for early fundamental studies of the properties of the condensates",1/3,740,Carl E. Wieman,1951-03-26,"Corvallis, OR",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,,50.0,68.0,,,,,,,
751,2002,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,1/4,756,John B. Fenn,1917-06-15,"New York, NY",United States of America,Male,Virginia Commonwealth University,"Richmond, VA",United States of America,2010-12-10,"Richmond, VA",United States of America,85.0,93.0,,,,,,,
752,2002,Chemistry,for their development of soft desorption ionisation methods for mass spectrometric analyses of biological macromolecules,1/4,757,Koichi Tanaka,1959-08-03,Toyama City,Japan,Male,Shimadzu Corp.,Kyoto,Japan,,,,43.0,60.0,,,,,,,
753,2002,Chemistry,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,1/2,758,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Male,Eidgenössische Technische Hochschule (Swiss Federal Institute of Technology),Zurich,Switzerland,,,,64.0,81.0,,,,,,,
754,2002,Chemistry,for his development of nuclear magnetic resonance spectroscopy for determining the three-dimensional structure of biological macromolecules in solution,1/2,758,Kurt Wüthrich,1938-10-04,Aarberg,Switzerland,Male,The Scripps Research Institute,"La Jolla, CA",United States of America,,,,64.0,81.0,,,,,,,
755,2002,Economics,"for having integrated insights from psychological research into economic science, especially concerning human judgment and decision-making under uncertainty",1/2,759,Daniel Kahneman,1934-03-05,Tel Aviv,British Mandate of Palestine (Israel),Male,Princeton University,"Princeton, NJ",United States of America,,,,68.0,85.0,,,,,,,
756,2002,Economics,"for having established laboratory experiments as a tool in empirical economic analysis, especially in the study of alternative market mechanisms",1/2,760,Vernon L. Smith,1927-01-01,"Wichita, KS",United States of America,Male,George Mason University,"Fairfax, VA",United States of America,,,,75.0,92.0,,,,,,,
757,2002,Literature,for writing that upholds the fragile experience of the individual against the barbaric arbitrariness of history,1/1,761,Imre Kertész,1929-11-09,Budapest,Hungary,Male,Self,,Hungary,2016-03-31,Budapest,Hungary,73.0,87.0,,87.0,,87.0,,87.0,
758,2002,Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',1/3,750,Sydney Brenner,1927-01-13,Germiston,South Africa,Male,The Molecular Sciences Institute,"Berkeley, CA",United States of America,,,,75.0,92.0,,,,,,,
759,2002,Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',1/3,751,H. Robert Horvitz,1947-05-08,"Chicago, IL",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,,55.0,72.0,,,,,,,
760,2002,Medicine,for their discoveries concerning genetic regulation of organ development and programmed cell death',1/3,752,John E. Sulston,1942-03-27,Cambridge,United Kingdom,Male,The Wellcome Trust Sanger Institute,Cambridge,United Kingdom,,,,60.0,77.0,,,,,,,
761,2002,Peace,"for his decades of untiring effort to find peaceful solutions to international conflicts, to advance democracy and human rights, and to promote economic and social development",1/1,762,Jimmy Carter,1924-10-01,"Plains, GA",United States of America,Male, 39th President of the United States of America,,,,,,78.0,95.0,,95.0,,95.0,,95.0,
762,2002,Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",1/4,753,Raymond Davis Jr.,1914-10-14,"Washington, DC",United States of America,Male,University of Pennsylvania,"Philadelphia, PA",United States of America,2006-05-31,"Blue Point, NY",United States of America,88.0,92.0,,,,,,,
763,2002,Physics,"for pioneering contributions to astrophysics, in particular for the detection of cosmic neutrinos",1/4,754,Masatoshi Koshiba,1926-09-19,Toyohashi,Japan,Male,University of Tokyo,Tokyo,Japan,,,,76.0,93.0,,,,,,,
764,2002,Physics,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",1/2,755,Riccardo Giacconi,1931-10-06,Genoa,Italy,Male,Associated Universities Inc.,"Washington, DC",United States of America,,,,71.0,88.0,,,,,,,
765,2003,Chemistry,for discoveries concerning channels in cell membranes; for the discovery of water channels,1/2,769,Peter Agre,1949-01-30,"Northfield, MN",United States of America,Male,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,,,,54.0,70.0,,,,,,,
766,2003,Chemistry,for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels,1/2,770,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,Male,Rockefeller University,"New York, NY",United States of America,,,,47.0,63.0,,,,,,,
767,2003,Chemistry,for discoveries concerning channels in cell membranes; for structural and mechanistic studies of ion channels,1/2,770,Roderick MacKinnon,1956-02-19,"Burlington, MA",United States of America,Male,Howard Hughes Medical Institute,,,,,,47.0,63.0,,,,,,,
768,2003,Economics,for methods of analyzing economic time series with time-varying volatility (ARCH),1/2,771,Robert F. Engle III,1942-11-10,"Syracuse, NY",United States of America,Male,New York University,"New York, NY",United States of America,,,,61.0,77.0,,,,,,,
769,2003,Economics,for methods of analyzing economic time series with common trends (cointegration),1/2,772,Clive W.J. Granger,1934-09-04,Swansea,United Kingdom,Male,University of California,"San Diego, CA",United States of America,2009-05-27,"San Diego, CA",United States of America,69.0,75.0,,,,,,,
770,2003,Literature,who in innumerable guises portrays the surprising involvement of the outsider,1/1,763,John M. Coetzee,1940-02-09,Cape Town,South Africa,Male,Self,,South Africa,,,,63.0,79.0,,79.0,,79.0,,79.0,
771,2003,Medicine,for their discoveries concerning magnetic resonance imaging,1/2,764,Paul C. Lauterbur,1929-05-06,"Sidney, OH",United States of America,Male,University of Illinois,"Urbana, IL",United States of America,2007-03-27,"Urbana, IL",United States of America,74.0,78.0,,,,,,,
772,2003,Medicine,for their discoveries concerning magnetic resonance imaging,1/2,765,Sir Peter Mansfield,1933-10-09,London,United Kingdom,Male,"University of Nottingham, School of Physics and Astronomy",Nottingham,United Kingdom,2017-02-08,,,70.0,84.0,,,,,,,
773,2003,Peace,for her efforts for democracy and human rights. She has focused especially on the struggle for the rights of women and children,1/1,773,Shirin Ebadi,1947-06-21,Hamadan,Iran,Female,Self,,Iran,,,,56.0,72.0,,72.0,,72.0,,72.0,
774,2003,Physics,for pioneering contributions to the theory of superconductors and superfluids,1/3,766,Alexei A. Abrikosov,1928-06-25,Moscow,Union of Soviet Socialist Republics (Russia),Male,Argonne National Laboratory,"Argonne, IL",United States of America,,,,75.0,91.0,,,,,,,
775,2003,Physics,for pioneering contributions to the theory of superconductors and superfluids,1/3,767,Vitaly L. Ginzburg,1916-10-04,Moscow,Russia,Male,P.N. Lebedev Physical Institute,Moscow,Russia,2009-11-08,,,87.0,93.0,,,,,,,
776,2003,Physics,for pioneering contributions to the theory of superconductors and superfluids,1/3,768,Anthony J. Leggett,1938-03-26,London,United Kingdom,Male,University of Illinois,"Urbana, IL",United States of America,,,,65.0,81.0,,,,,,,
777,2004,Chemistry,for the discovery of ubiquitin-mediated protein degradation,1/3,779,Aaron Ciechanover,1947-10-01,Haifa,British Protectorate of Palestine (Israel),Male,Technion - Israel Institute of Technology,Haifa,Israel,,,,57.0,72.0,,,,,,,
778,2004,Chemistry,for the discovery of ubiquitin-mediated protein degradation,1/3,780,Avram Hershko,1937-12-31,Karcag,Hungary,Male,Technion - Israel Institute of Technology,Haifa,Israel,,,,67.0,82.0,,,,,,,
779,2004,Chemistry,for the discovery of ubiquitin-mediated protein degradation,1/3,781,Irwin Rose,1926-07-16,"Brooklyn, NY",United States of America,Male,University of California,"Irvine, CA",United States of America,2015-06-03,"Deerfield, MA",United States of America,78.0,89.0,,,,,,,
780,2004,Economics,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,1/2,786,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,Carnegie Mellon University,"Pittsburgh, PA",United States of America,,,,61.0,76.0,,,,,,,
781,2004,Economics,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,1/2,786,Finn E. Kydland,1943-12-01,Gjesdal,Norway,Male,University of California,"Santa Barbara, CA",United States of America,,,,61.0,76.0,,,,,,,
782,2004,Economics,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,1/2,787,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,Male,Arizona State University,"Tempe, AZ",United States of America,,,,64.0,79.0,,,,,,,
783,2004,Economics,for their contributions to dynamic macroeconomics: the time consistency of economic policy and the driving forces behind business cycles,1/2,787,Edward C. Prescott,1940-12-26,"Glens Falls, NY",United States of America,Male,Federal Reserve Bank of Minneapolis,"Minneapolis, MN",United States of America,,,,64.0,79.0,,,,,,,
784,2004,Literature,for her musical flow of voices and counter-voices in novels and plays that with extraordinary linguistic zeal reveal the absurdity of society's clich&eacute;s and their subjugating power,1/1,782,Elfriede Jelinek,1946-10-20,Mürzzuschlag,Austria,Female,Self,,Austria,,,,58.0,73.0,,73.0,,73.0,,73.0,
785,2004,Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,1/2,774,Richard Axel,1946-07-02,"New York, NY",United States of America,Male,Columbia University,"New York, NY",United States of America,,,,58.0,73.0,,,,,,,
786,2004,Medicine,for their discoveries of odorant receptors and the organization of the olfactory system,1/2,775,Linda B. Buck,1947-01-29,"Seattle, WA",United States of America,Female,Fred Hutchinson Cancer Research Center,"Seattle, WA",United States of America,,,,57.0,72.0,,,,,,,
787,2004,Peace,"for her contribution to sustainable development, democracy and peace",1/1,783,Wangari Muta Maathai,1940-04-01,Nyeri,Kenya,Female,Self,,Kenya,2011-09-25,Nairobi,Kenya,64.0,71.0,,71.0,,71.0,,71.0,
788,2004,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,1/3,776,David J. Gross,1941-02-19,"Washington, DC",United States of America,Male,"University of California, Kavli Institute for Theoretical Physics","Santa Barbara, CA",United States of America,,,,63.0,78.0,,,,,,,
789,2004,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,1/3,777,H. David Politzer,1949-08-31,"New York, NY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,,55.0,70.0,,,,,,,
790,2004,Physics,for the discovery of asymptotic freedom in the theory of the strong interaction,1/3,778,Frank Wilczek,1951-05-15,"New York, NY",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,,53.0,68.0,,,,,,,
791,2005,Chemistry,for the development of the metathesis method in organic synthesis,1/3,794,Yves Chauvin,1930-10-10,Menin,Belgium,Male,Institut Français du Pétrole,Rueil-Malmaison,France,2015-01-27,Tours,France,75.0,85.0,,,,,,,
792,2005,Chemistry,for the development of the metathesis method in organic synthesis,1/3,795,Robert H. Grubbs,1942-02-27,"Possum Trot, KY",United States of America,Male,California Institute of Technology (Caltech),"Pasadena, CA",United States of America,,,,63.0,77.0,,,,,,,
793,2005,Chemistry,for the development of the metathesis method in organic synthesis,1/3,796,Richard R. Schrock,1945-01-04,"Berne, IN",United States of America,Male,Massachusetts Institute of Technology (MIT),"Cambridge, MA",United States of America,,,,60.0,74.0,,,,,,,
794,2005,Economics,for having enhanced our understanding of conflict and cooperation through game-theory analysis,1/2,799,Robert J. Aumann,1930-06-08,Frankfurt-on-the-Main,Germany,Male,"University of Jerusalem, Center for RationalityHebrew",Jerusalem,Israel,,,,75.0,89.0,,,,,,,
795,2005,Economics,for having enhanced our understanding of conflict and cooperation through game-theory analysis,1/2,800,Thomas C. Schelling,1921-04-14,"Oakland, CA",United States of America,Male,"University of Maryland, Department of Economics and School of Public Policy","College Park, MD",United States of America,2016-12-13,"Bethesda, MD",United States of America,84.0,95.0,,,,,,,
796,2005,Literature,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,1/1,801,Harold Pinter,1930-10-10,London,United Kingdom,Male,Self,,United Kingdom,2008-12-24,London,United Kingdom,75.0,78.0,,78.0,,78.0,,78.0,
797,2005,Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,1/2,789,Barry J. Marshall,1951-09-30,Kalgoorlie,Australia,Male,"NHMRC Helicobacter pylori Research Laboratory, QEII Medical Centre",Nedlands,Australia,,,,54.0,68.0,,,,,,,
798,2005,Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,1/2,789,Barry J. Marshall,1951-09-30,Kalgoorlie,Australia,Male,University of Western Australia,Perth,Australia,,,,54.0,68.0,,,,,,,
799,2005,Medicine,for their discovery of the bacterium <i>Helicobacter pylori</i> and its role in gastritis and peptic ulcer disease,1/2,790,J. Robin Warren,1937-06-11,Adelaide,Australia,Male,Self,Perth,Australia,,,,68.0,82.0,,82.0,,82.0,,82.0,
800,2005,Peace,for their efforts to prevent nuclear energy from being used for military purposes and to ensure that nuclear energy for peaceful purposes is used in the safest possible way,1/2,798,Mohamed ElBaradei,1942-06-17,Cairo,Egypt,Male, Director General of IAEA,,,,,,63.0,77.0,,77.0,,77.0,,77.0,
801,2005,Physics,for his contribution to the quantum theory of optical coherence,1/2,791,Roy J. Glauber,1925-09-01,"New York, NY",United States of America,Male,Harvard University,"Cambridge, MA",United States of America,,,,80.0,94.0,,,,,,,
802,2005,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",1/4,792,John L. Hall,1934-08-21,"Denver, CO",United States of America,Male,"University of Colorado, JILA","Boulder, CO",United States of America,,,,71.0,85.0,,,,,,,
803,2005,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",1/4,792,John L. Hall,1934-08-21,"Denver, CO",United States of America,Male,National Institute of Standards and Technology,"Boulder, CO",United States of America,,,,71.0,85.0,,,,,,,
804,2005,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",1/4,793,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Male,Max-Planck-Institut für Quantenoptik,Garching,Germany,,,,64.0,78.0,,,,,,,
805,2005,Physics,"for their contributions to the development of laser-based precision spectroscopy, including the optical frequency comb technique",1/4,793,Theodor W. Hänsch,1941-10-30,Heidelberg,Germany,Male,Ludwig-Maximilians- Universität,Munich,Germany,,,,64.0,78.0,,,,,,,
806,2006,Chemistry,for his studies of the molecular basis of eukaryotic transcription,1/1,806,Roger D. Kornberg,1947-04-24,"St. Louis, MO",United States of America,Male,Stanford University,"Stanford, CA",United States of America,,,,59.0,72.0,,,,,,,
807,2006,Economics,for his analysis of intertemporal tradeoffs in macroeconomic policy,1/1,807,Edmund S. Phelps,1933-07-26,"Evanston, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,,,,73.0,86.0,,,,,,,
808,2006,Literature,who in the quest for the melancholic soul of his native city has discovered new symbols for the clash and interlacing of cultures,1/1,808,Orhan Pamuk,1952-06-07,Istanbul,Turkey,Male,Self,,Turkey,,,,54.0,67.0,,67.0,,67.0,,67.0,
809,2006,Medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,1/2,802,Andrew Z. Fire,1959-04-27,"Stanford, CA",United States of America,Male,Stanford University School of Medicine,"Stanford, CA",United States of America,,,,47.0,60.0,,,,,,,
810,2006,Medicine,for their discovery of RNA interference - gene silencing by double-stranded RNA,1/2,803,Craig C. Mello,1960-10-19,"New Haven, CT",United States of America,Male,University of Massachusetts Medical School,"Worcester, MA",United States of America,,,,46.0,59.0,,,,,,,
811,2006,Peace,for their efforts to create economic and social development from below,1/2,809,Muhammad Yunus,1940-06-28,Chittagong,British India (Bangladesh),Male, Founder of Grameen Bank,,,,,,66.0,79.0,,79.0,,79.0,,79.0,
812,2006,Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,1/2,804,John C. Mather,1946-08-07,"Roanoke, VA",United States of America,Male,NASA Goddard Space Flight Center,"Greenbelt, MD",United States of America,,,,60.0,73.0,,,,,,,
813,2006,Physics,for their discovery of the blackbody form and anisotropy of the cosmic microwave background radiation,1/2,805,George F. Smoot,1945-02-20,"Yukon, FL",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,,61.0,74.0,,,,,,,
814,2007,Chemistry,for his studies of chemical processes on solid surfaces,1/1,816,Gerhard Ertl,1936-10-10,Bad Cannstatt,Germany,Male,Fritz-Haber-Institut der Max-Planck-Gesellschaft,Berlin,Germany,,,,71.0,83.0,,,,,,,
815,2007,Economics,for having laid the foundations of mechanism design theory,1/3,820,Leonid Hurwicz,1917-08-21,Moscow,Russia,Male,University of Minnesota,"Minneapolis, MN",United States of America,2008-06-24,"Minneapolis, MN",United States of America,90.0,91.0,,,,,,,
816,2007,Economics,for having laid the foundations of mechanism design theory,1/3,821,Eric S. Maskin,1950-12-12,"New York, NY",United States of America,Male,Institute for Advanced Study,"Princeton, NJ",United States of America,,,,57.0,69.0,,,,,,,
817,2007,Economics,for having laid the foundations of mechanism design theory,1/3,822,Roger B. Myerson,1951-03-29,"Boston, MA",United States of America,Male,University of Chicago,"Chicago, IL",United States of America,,,,56.0,68.0,,,,,,,
818,2007,Literature,"that epicist of the female experience, who with scepticism, fire and visionary power has subjected a divided civilisation to scrutiny",1/1,817,Doris Lessing,1919-10-22,Kermanshah,Persia (Iran),Female,Self,,Persia (Iran),2013-11-17,London,United Kingdom,88.0,94.0,,94.0,,94.0,,94.0,
819,2007,Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3,811,Mario R. Capecchi,1937-10-06,Verona,Italy,Male,University of Utah,"Salt Lake City, UT",United States of America,,,,70.0,82.0,,,,,,,
820,2007,Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3,811,Mario R. Capecchi,1937-10-06,Verona,Italy,Male,Howard Hughes Medical Institute,,,,,,70.0,82.0,,,,,,,
821,2007,Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3,812,Sir Martin J. Evans,1941-01-01,Stroud,United Kingdom,Male,Cardiff University,Cardiff,United Kingdom,,,,66.0,78.0,,,,,,,
822,2007,Medicine,for their discoveries of principles for introducing specific gene modifications in mice by the use of embryonic stem cells,1/3,813,Oliver Smithies,1925-06-23,Halifax,United Kingdom,Male,University of North Carolina,"Chapel Hill, NC",United States of America,2017-01-10,"Chapel Hill, NC",United States of America,82.0,92.0,,,,,,,
823,2007,Peace,"for their efforts to build up and disseminate greater knowledge about man-made climate change, and to lay the foundations for the measures that are needed to counteract such change",1/2,819,Albert Arnold  Al  Gore Jr.,1948-03-31,"Washington, DC",United States of America,Male,Self,,United States of America,,,,59.0,71.0,,71.0,,71.0,,71.0,
824,2007,Physics,for the discovery of Giant Magnetoresistance,1/2,814,Albert Fert,1938-03-07,Carcassonne,France,Male,Universit&eacute; Paris-Sud,Orsay,France,,,,69.0,81.0,,,,,,,
825,2007,Physics,for the discovery of Giant Magnetoresistance,1/2,814,Albert Fert,1938-03-07,Carcassonne,France,Male,Unit&eacute; Mixte de Physique CNRS/THALES,Orsay,France,,,,69.0,81.0,,,,,,,
826,2007,Physics,for the discovery of Giant Magnetoresistance,1/2,815,Peter Grünberg,1939-05-18,Plzen,Czechoslovakia (Czech Republic),Male,Forschungszentrum J&uuml;lich,J&uuml;lich,Germany,,,,68.0,80.0,,,,,,,
827,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",1/3,829,Osamu Shimomura,1928-08-27,Kyoto,Japan,Male,Marine Biological Laboratory (MBL),"Woods Hole, MA",United States of America,,,,80.0,91.0,,,,,,,
828,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",1/3,829,Osamu Shimomura,1928-08-27,Kyoto,Japan,Male,Boston University Medical School,"Massachusetts, MA",United States of America,,,,80.0,91.0,,,,,,,
829,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",1/3,830,Martin Chalfie,1947-01-15,"Chicago, IL",United States of America,Male,Columbia University,"New York, NY",United States of America,,,,61.0,72.0,,,,,,,
830,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",1/3,831,Roger Y. Tsien,1952-02-01,"New York, NY",United States of America,Male,University of California,"San Diego, CA",United States of America,2016-08-24,"Eugene, OR",United States of America,56.0,64.0,,,,,,,
831,2008,Chemistry,"for the discovery and development of the green fluorescent protein, GFP",1/3,831,Roger Y. Tsien,1952-02-01,"New York, NY",United States of America,Male,Howard Hughes Medical Institute,,,2016-08-24,"Eugene, OR",United States of America,56.0,64.0,,,,,,,
832,2008,Economics,for his analysis of trade patterns and location of economic activity,1/1,834,Paul Krugman,1953-02-28,"New York, NY",United States of America,Male,Princeton University,"Princeton, NJ",United States of America,,,,55.0,66.0,,,,,,,
833,2008,Literature,"author of new departures, poetic adventure and sensual ecstasy, explorer of a humanity beyond and below the reigning civilization",1/1,832,Jean-Marie Gustave Le Clézio,1940-04-13,Nice,France,Male,Self,,France,,,,68.0,79.0,,79.0,,79.0,,79.0,
834,2008,Medicine,for his discovery of human papilloma viruses causing cervical cancer,1/2,823,Harald zur Hausen,1936-03-11,Gelsenkirchen,Germany,Male,German Cancer Research Center,Heidelberg,Germany,,,,72.0,83.0,,,,,,,
835,2008,Medicine,for their discovery of human immunodeficiency virus,1/4,824,Françoise Barré-Sinoussi,1947-07-30,Paris,France,Female,"Regulation of Retroviral Infections Unit, Virology Department, Institut Pasteur",Paris,France,,,,61.0,72.0,,,,,,,
836,2008,Medicine,for their discovery of human immunodeficiency virus,1/4,825,Luc Montagnier,1932-08-18,Chabris,France,Male,World Foundation for AIDS Research and Prevention,Paris,France,,,,76.0,87.0,,,,,,,
837,2008,Peace,"for his important efforts, on several continents and over more than three decades, to resolve international conflicts",1/1,833,Martti Ahtisaari,1937-06-23,Viipuri (Vyborg),Finland,Male,Self,,Finland,,,,71.0,82.0,,82.0,,82.0,,82.0,
838,2008,Physics,for the discovery of the mechanism of spontaneous broken symmetry in subatomic physics,1/2,826,Yoichiro Nambu,1921-01-18,Tokyo,Japan,Male,"Enrico Fermi Institute, University of Chicago","Chicago, IL",United States of America,2015-07-05,Osaka,Japan,87.0,94.0,,,,,,,
839,2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,1/4,827,Makoto Kobayashi,1944-04-07,Nagoya,Japan,Male,High Energy Accelerator Research Organization (KEK),Tsukuba,Japan,,,,64.0,75.0,,,,,,,
840,2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,1/4,828,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Male,Kyoto Sangyo University,Kyoto,Japan,,,,68.0,79.0,,,,,,,
841,2008,Physics,for the discovery of the origin of the broken symmetry which predicts the existence of at least three families of quarks in nature,1/4,828,Toshihide Maskawa,1940-02-07,Nagoya,Japan,Male,"Yukawa Institute for Theoretical Physics (YITP), Kyoto University",Kyoto,Japan,,,,68.0,79.0,,,,,,,
842,2009,Chemistry,for studies of the structure and function of the ribosome,1/3,841,Venkatraman Ramakrishnan,,"Chidambaram, Tamil Nadu",India,Male,MRC Laboratory of Molecular Biology,Cambridge,United Kingdom,,,,59.5518018018018,81.0,,,,,,,
843,2009,Chemistry,for studies of the structure and function of the ribosome,1/3,842,Thomas A. Steitz,1940-08-23,"Milwaukee, WI",United States of America,Male,Yale University,"New Haven, CT",United States of America,,,,69.0,79.0,,,,,,,
844,2009,Chemistry,for studies of the structure and function of the ribosome,1/3,842,Thomas A. Steitz,1940-08-23,"Milwaukee, WI",United States of America,Male,Howard Hughes Medical Institute,,,,,,69.0,79.0,,,,,,,
845,2009,Chemistry,for studies of the structure and function of the ribosome,1/3,843,Ada E. Yonath,1939-06-22,Jerusalem,British Mandate of Palestine (Israel),Female,Weizmann Institute of Science,Rehovot,Israel,,,,70.0,80.0,,,,,,,
846,2009,Economics,"for her analysis of economic governance, especially the commons",1/2,846,Elinor Ostrom,1933-08-07,"Los Angeles, CA",United States of America,Female,Indiana University,"Bloomington, IN",United States of America,2012-06-12,"Bloomington, IN",United States of America,76.0,79.0,,,,,,,
847,2009,Economics,"for her analysis of economic governance, especially the commons",1/2,846,Elinor Ostrom,1933-08-07,"Los Angeles, CA",United States of America,Female,Arizona State University,"Tempe, AZ",United States of America,2012-06-12,"Bloomington, IN",United States of America,76.0,79.0,,,,,,,
848,2009,Economics,"for his analysis of economic governance, especially the boundaries of the firm",1/2,847,Oliver E. Williamson,1932-09-27,"Superior, WI",United States of America,Male,University of California,"Berkeley, CA",United States of America,,,,77.0,87.0,,,,,,,
849,2009,Literature,"who, with the concentration of poetry and the frankness of prose, depicts the landscape of the dispossessed",1/1,844,Herta Müller,1953-08-17,"Nitzkydorf, Banat",Romania,Female,Self,,Romania,,,,56.0,66.0,,66.0,,66.0,,66.0,
850,2009,Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3,835,Elizabeth H. Blackburn,1948-11-26,"Hobart, Tasmania",Australia,Female,University of California,"San Francisco, CA",United States of America,,,,61.0,71.0,,,,,,,
851,2009,Medicine,for the discovery of how chromosomes are protected by telomeres and the enzyme telomerase,1/3,836,Carol W. Greider,1961-04-15,"San Diego, CA",United States of America,Female,Johns Hopkins University School of Medicine,"Baltimore, MD",United States of America,,,,48.0,58.0,,,,,,,
